순번,상호명,영업소도로명소재지,전화번호,업종
282,홈런세탁소,전라북도전주시완산구전라감영로23(다가동1가),063-288-4372,세탁업
283,파워크리닝,"전라북도전주시완산구삼천천변1길11(삼천동1가,삼천주공6단지상가동102호)",,세탁업
284,근영세탁소,전라북도전주시완산구중화산동2가256번지우성근영상가1동113호,063-223-7931,세탁업
285,도깨비세탁소,전라북도전주시완산구소대배기로18-21(평화동2가),063-229-8984,세탁업
286,관광세탁소,전라북도전주시완산구전주객사1길57(다가동4가),063-282-9536,세탁업
287,드라이.21,"전라북도전주시완산구거마평로11(삼천동1가,삼천주공4차상가101호)",063-228-2121,세탁업
288,평화세탁소,전라북도전주시완산구평화4길13-6(평화동2가),063-228-5427,세탁업
289,샘터크리닝하우스,전라북도전주시완산구서신천변3길1(서신동),,세탁업
290,푸른마을세탁,전라북도전주시완산구효동3길23(효자동1가),063-228-9497,세탁업
291,새롬세탁소,전라북도전주시완산구중화산로55-7(중화산동2가),063-229-7822,세탁업
292,하늘채세탁나라,전라북도전주시완산구화산천변7길9(중화산동2가),063-236-4070,세탁업
293,쌍용세탁소,전라북도전주시완산구서신동761번지2호,063-252-7510,세탁업
294,화이트크리닝,전라북도전주시완산구권삼득로42(서노송동),063-284-3385,세탁업
295,드라이데이신시가지점,전라북도전주시완산구척동길21(효자동3가),063-251-8939,세탁업
296,굿앤굿세탁,"전라북도전주시완산구구룡1길33-15,1층(효자동2가)",063-277-8283,세탁업
297,꼼꼼이세탁소,전라북도전주시완산구선너머1길6(중화산동2가),063-222-8579,세탁업
298,정든세탁소,전라북도전주시완산구솟대2길18(삼천동1가),063-228-9464,세탁업
299,(주)홍익인간,전라북도전주시완산구어은로55(중화산동2가),063-222-2234,세탁업
300,우정세탁소,전라북도전주시완산구서서학동987번지1호우정아파트2동상가1층3호,063-288-6001,세탁업
301,세탁일번지,전라북도전주시완산구공북로62(태평동),063-278-9001,세탁업
302,미소드림세탁소,전라북도전주시완산구평화동2가457번지4호동도미소드림아파트113동102호,063-227-6267,세탁업
303,에코르세탁,"전라북도전주시완산구화산천변로50(중화산동2가,현대에코르상가107호)",063-224-7380,세탁업
304,오케이세탁소,전라북도전주시완산구효자동1가685번지선변안행고을@상가동101호,063-225-5542,세탁업
305,호주세탁소,전라북도전주시완산구맏내로160(평화동2가),063-226-4916,세탁업
306,크린하우스중부지사,전라북도전주시완산구화산천변7길11(중화산동2가),063-236-4660,세탁업
307,광명컴퓨터세탁,전라북도전주시완산구효자동1가133번지복합상가105호,063-283-3592,세탁업
308,명일세탁소,전라북도전주시완산구권삼득로60(서노송동),063-285-3282,세탁업
309,운동화빨래방,전라북도전주시완산구평화10길2(평화동2가),063-226-8284,세탁업
310,엘드포스코명품세탁,전라북도전주시완산구세내로247(효자동2가),063-226-5606,세탁업
311,한신세탁소,전라북도전주시완산구따박골4길11(효자동1가),063-223-2784,세탁업
312,흥건명품세탁,"전라북도전주시완산구삼천천변2길39,1층(삼천동1가)",063-226-2333,세탁업
313,하얀고급세탁소,전라북도전주시완산구메너머3길13(중화산동2가),,세탁업
314,남양아이존세탁소,"전라북도전주시완산구강변로242,상가108동104호(효자동1가,남양아이좋은집@)",063-224-1104,세탁업
315,스피드운동화세탁,전라북도전주시완산구송정2길4(삼천동1가),063-226-6321,세탁업
316,e-편한크리닝,전라북도전주시완산구서신동572번지e-편한세상@상가동101호,063-273-3989,세탁업
317,그랜드명품세탁소,"전라북도전주시완산구봉곡로147,상가2동1층105호(효자동2가,더샾효자@)",063-226-4758,세탁업
318,엘지세탁소,"전라북도전주시완산구여울로109,상가동104호(서신동,엘지아파트)",063-253-7710,세탁업
319,스피드크리닝,전라북도전주시완산구안터6길13-7(서신동),063-255-6687,세탁업
320,양지세탁소,전라북도전주시완산구신봉1길14-8(효자동1가),063-225-2057,세탁업
321,정성세탁나라,"전라북도전주시완산구효자천변2길23-6,102동3호(효자동1가,삼성효자맨션)",063-224-6686,세탁업
322,제일세탁,전라북도전주시완산구선너머3길12(중화산동1가),063-282-8828,세탁업
323,화이트세탁소,"전라북도전주시완산구난전들로253,1층(삼천동1가)",070-4007-9391,세탁업
324,여울세탁소,전라북도전주시완산구고사평7길6(서신동),063-254-5003,세탁업
325,행복한세탁소,전라북도전주시완산구고사평로20(서신동),063-244-0335,세탁업
326,더샵세탁소,"전라북도전주시완산구봉곡로117,103호(효자동2가)",063-222-0355,세탁업
327,크린토피아전주지사,"전라북도전주시완산구용머리로174(효자동1가,외1필지)",063-229-1993,세탁업
328,명품세탁소,전라북도전주시완산구서곡6길25(효자동3가),063-251-3121,세탁업
329,드라이데이전문세탁소,"전라북도전주시완산구중산5길16(중화산동2가,1층)",063-224-0072,세탁업
330,현대컴퓨터크리닝,"전라북도전주시완산구용머리로20(효자동1가,외2필지효자현대아파트상가동104호)",063-222-2673,세탁업
331,새로산운동화서신점,"전라북도전주시완산구고사평로19(서신동,1층)",063-276-0909,세탁업
332,현대크리닝(서곡점),전라북도전주시완산구효자동3가1473번지2호서곡현대아파트상가동103호,063-908-8115,세탁업
333,엄마손손세탁중화산점,전라북도전주시완산구중화산로134(중화산동2가),063-274-0909,세탁업
334,화이트운동화빨래방효자점,전라북도전주시완산구거마평로118(효자동1가),063-227-5587,세탁업
335,세탁세상,전라북도전주시완산구용머리로103-4(효자동1가),063-221-7332,세탁업
336,드라이데이,"전라북도전주시완산구세내로241,1층(효자동2가)",063-212-8787,세탁업
337,엄마손손세탁평화점,전라북도전주시완산구평화로151(평화동2가),063-905-0909,세탁업
338,모아크리닝,전라북도전주시완산구송정2길26(삼천동1가),063-221-2314,세탁업
339,서신동백옥세탁소,전라북도전주시완산구서신천변8길10(서신동),063-272-0250,세탁업
340,뉴해오름크리닝,"전라북도전주시완산구인봉남로56,상가동206호(중노송동,외2필지우성해오름아파트)",063-246-5522,세탁업
341,웅세탁,전라북도전주시완산구중산10길5(중화산동2가),063-229-5565,세탁업
342,거성세탁소,전라북도전주시완산구서신천변3길7(서신동),063-278-8365,세탁업
343,뷰티세탁소,전라북도전주시완산구척동3길11(효자동3가),,세탁업
344,원룸세탁,"전라북도전주시완산구메너머2길25-12(중화산동2가,신동아장미연립주택101.102호)",063-227-9203,세탁업
345,드라이데이효자점,전라북도전주시완산구봉곡3길3-5(효자동3가),063-221-2866,세탁업
346,월풀빨래방(본점),전라북도전주시완산구효자천변1길30-6(효자동1가),,세탁업
347,아이원세탁소,전라북도전주시완산구서원로285-1(중화산동2가),063-236-9994,세탁업
348,전주한옥마을공공사업단세탁소,전라북도전주시완산구학봉1길31(동서학동),063-231-9929,세탁업
349,드라이세상,"전라북도전주시완산구소태정로1(효자동2가,휴먼시아아이린상가1층104호)",063-228-5554,세탁업
350,휴먼크리닝,"전라북도전주시완산구호암로88,1층104호(효자동2가)",063-226-2617,세탁업
351,그랜드명품세탁소2,"전라북도전주시완산구유연로217-11,상가동107호(효자동3가,호반베르디움)",063-222-2283,세탁업
352,깨끗한운동화,전라북도전주시완산구봉곡1길1(효자동3가),063-225-2224,세탁업
353,깔끄미드라이전문점,전라북도전주시완산구황강서원로28(효자동3가),063-284-7900,세탁업
354,깨끗한운동화,전라북도전주시완산구평화로208(평화동1가),063-225-1322,세탁업
355,우성신성세탁소,"전라북도전주시완산구모악로4715,1층106호(평화동2가)",063-231-7372,세탁업
356,드라이세상(태평),전라북도전주시완산구태평2길21(태평동),063-272-3383,세탁업
357,에이플러스,전라북도전주시완산구우전로327(효자동3가),,세탁업
358,화이트빨래방효자점,전라북도전주시완산구서곡4길12(효자동3가),,세탁업
359,기분좋은날,전라북도전주시완산구거마남로79(삼천동1가),,세탁업
360,하얀빨래터세탁소,전라북도전주시완산구봉곡로85(효자동2가),,세탁업
361,엠코세탁,전라북도전주시완산구양지3길15(평화동2가),,세탁업
362,세탁소,전라북도전주시완산구평화9길12(평화동2가),,세탁업
363,버블세탁,전라북도전주시완산구모악로4724-1(평화동2가),,세탁업
364,세탁사랑,전라북도전주시완산구봉곡3길40(효자동2가),,세탁업
365,전원세탁.운동화,전라북도전주시완산구용호로124(효자동3가),,세탁업
366,유한회사제이아이,전라북도전주시완산구모악로4681-19(평화동2가),063-228-4660,세탁업
367,모아세탁,"전라북도전주시완산구성지산로60,11동2층(삼천동1가)",,세탁업
368,셀피아교대점,전라북도전주시완산구천경로17(동서학동),,세탁업
369,운동화목욕탕,전라북도전주시완산구봉곡3길35(효자동2가),,세탁업
370,주공삼성세탁소,전라북도전주시완산구효자동1가133번지효자주공아파트3단지상가다동6호,063-232-3989,세탁업
371,광명세탁소,전라북도전주시완산구천경로27(동서학동),063-283-2309,세탁업
372,크린파워,전라북도전주시완산구우전로199(효자동2가),,세탁업
373,청홍세탁소,"전라북도전주시완산구장승배기8길12,1층(서서학동)",063-288-3403,세탁업
374,산솔빨래방,전라북도전주시완산구신봉로30(효자동1가),070-4411-8585,세탁업
375,우리들빨래방,전라북도전주시완산구관선1길30(남노송동),063-231-0781,세탁업
376,세탁을부탁해,전라북도전주시완산구배학4길1(효자동3가),,세탁업
377,무지개세탁,전라북도전주시완산구하거마6길12(삼천동1가),063-227-1279,세탁업
378,세탁소가는날,전라북도전주시완산구홍산1길21(효자동2가),063-905-5987,세탁업
379,중인세탁소,전라북도전주시완산구중인1길136-7(중인동),063-221-1108,세탁업
380,풍경이있는세탁소,전라북도전주시완산구양지2길7(평화동2가),063-221-8857,세탁업
381,삼천쌍용세탁소,"전라북도전주시완산구백제대로81(삼천동1가,쌍용아파트상가B동4호)",,세탁업
382,아쿠아빨래터,"전라북도전주시완산구평화9길13,1층101호(평화동2가)",063-224-3585,세탁업
383,전주드라이크리닝,"전라북도전주시완산구전룡로64,1층(서신동)",063-272-5781,세탁업
384,미소세탁소,전라북도전주시완산구서신천변8길7(서신동),063-254-3095,세탁업
385,화이트명품세탁,"전라북도전주시완산구메너머1길31,1층(중화산동2가)",063-236-8284,세탁업
386,슈즈핸드워시,"전라북도전주시완산구문학대4길22-5,1층(효자동3가)",063-224-0796,세탁업
387,오성세탁나라,"전라북도전주시완산구구룡1길26,1층(효자동2가)",,세탁업
388,뉴파워크린세탁,전라북도전주시완산구배학3길4-17(효자동3가),063-221-4488,세탁업
389,오케이세탁전주점,"전라북도전주시완산구척동9길8,1층(효자동3가)",063-254-2332,세탁업
390,우성세탁소,"전라북도전주시완산구백제대로15,우성아파트상가112동2층204호(삼천동1가)",,세탁업
391,미송세탁소,"전라북도전주시완산구문학대4길28,1층(효자동3가)",063-236-7738,세탁업
392,세탁소가는날,"전라북도전주시완산구서곡로78,1층(효자동3가)",,세탁업
393,신기전세탁소,"전라북도전주시완산구문학로12,1층(효자동3가)",,세탁업
394,화이트크리닝,"전라북도전주시완산구구이로2077,1층107호(평화동2가,평화동골드클래스)",063-222-2904,세탁업
395,화이트운동화빨래방,"전라북도전주시완산구중산5길7,1층(중화산동2가)",,세탁업
396,명품세탁플러스,"전라북도전주시완산구문학대5길27-3,1층(효자동3가)",063-224-0118,세탁업
397,세탁사랑코아루점,"전라북도전주시완산구세내로303,상가동104호(효자동3가,코아루해피트리아파트)",,세탁업
398,크린토피아전주지사종사업장,"전라북도전주시완산구안행5길63-5,1층(효자동1가)",,세탁업
399,깨끗한운동화삼천점,"전라북도전주시완산구삼천천변2길42-4,1층106호(삼천동1가)",063-223-8880,세탁업
400,화이트세탁소,"전라북도전주시완산구호암로40,1층102호(효자동2가,골든팰리스휴먼시아아파트)",063-228-5391,세탁업
401,알뜰컴퓨터크리닝,"전라북도전주시완산구상거마1길1,1층(삼천동1가)",063-226-0553,세탁업
402,청솔세탁소,"전라북도전주시완산구용머리로103-16,1층(효자동1가)",063-224-1354,세탁업
403,백양세탁소,"전라북도전주시완산구평화8길16-37,1층101호(평화동2가)",,세탁업
404,세탁반장,"전라북도전주시완산구황강서원2길4,1층(효자동3가)",,세탁업
405,전주지역자활센터보드레기저귀,"전라북도전주시완산구모악로4704,1층(평화동2가)",063-273-8234,세탁업
